ATGC#,genomes,numgenomes,superkingdom,phylum,order,commontaxa,COGorgs,mediandnmin,mediandnmax,mediandsmin,mediandsmax,mediandndsmin,mediandndsmax,genomesizemin,genomesizemax,genomesizeavg,numgenesmin,numgenesmax,numgenesavg,gcmin,gcmax,gcavg
ATGC372,Pseudothermotoga/Thermotoga,2,[2] {superkingdom} Bacteria,[200918] {phylum} Thermotogae,[2419] {order} Thermotogales,[188709] {family} Thermotogaceae,,0.1,0.1,1.9,1.9,0.1,0.1,2.0,2.2,2.1,1930,2064,1997,49.5,51.3,50.4
ATGC373,Synechococcus PCC,2,[2] {superkingdom} Bacteria,[1117] {phylum} Cyanobacteria,[1118] {order} Chroococcales,[1129] {genus} Synechococcus,,0.0,0.0,0.1,0.1,0.1,0.1,3.3,3.4,3.4,3046,3121,3083,49.2,49.3,49.2
ATGC374,Arthrobacter/Paenarthrobacter,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85006] {order} Micrococcales,[1268] {family} Micrococcaceae,,0.0,0.1,0.0,2.3,0.0,0.2,4.4,5.2,4.9,3895,4627,4358,62.2,63.4,62.7
ATGC375,Arthrobacter YC/LS16,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85006] {order} Micrococcales,[1663] {genus} Arthrobacter,,0.0,0.0,0.0,0.0,0.2,0.2,3.9,4.0,3.9,3399,3579,3489,64.0,64.3,64.2
ATGC376,Glutamicibacter arilaitensis,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85006] {order} Micrococcales,[256701] {species} Glutamicibacter arilaitensis,,0.1,0.1,1.6,1.6,0.1,0.1,3.9,3.9,3.9,3474,3483,3478,59.3,60.0,59.6
ATGC377,Granulibacter bethesdensis,4,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204441] {order} Rhodospirillales,[364410] {species} Granulibacter bethesdensis,Grabet,0.0,0.0,0.0,0.1,0.2,0.2,2.7,2.7,2.7,2355,2395,2369,58.8,59.1,58.9
ATGC378,Gluconobacter oxydans,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204441] {order} Rhodospirillales,[442] {species} Gluconobacter oxydans,,0.0,0.0,0.1,0.1,0.1,0.1,2.9,2.9,2.9,2478,2606,2542,60.8,61.0,60.9
ATGC379,Propionibacterium acidipropionici,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85009] {order} Propionibacteriales,[1748] {species} Propionibacterium acidipropionici,Proaci,0.0,0.0,0.0,0.0,0.1,0.1,3.7,3.7,3.7,3160,3234,3186,68.7,68.8,68.8
ATGC380,Propionibacterium freudenreichii,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85009] {order} Propionibacteriales,[1744] {species} Propionibacterium freudenreichii,,0.0,0.0,0.0,0.0,0.1,0.1,2.6,2.7,2.6,2147,2239,2189,67.2,67.3,67.3
ATGC381,Rhodococcus erythropolis,4,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1833] {species} Rhodococcus erythropolis,,0.0,0.0,0.0,0.0,0.2,0.2,6.4,6.9,6.7,5753,6278,6091,62.3,62.5,62.3
ATGC382,Rhodococcus fascians/PBTS2/B7740,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1827] {genus} Rhodococcus,,0.0,0.0,0.1,1.1,0.0,0.1,5.3,5.5,5.4,4843,5000,4898,64.6,64.9,64.7
ATGC383,Rhodococcus opacus/jostii,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1827] {genus} Rhodococcus,Rhojos,0.0,0.0,0.2,0.5,0.0,0.1,8.8,9.7,9.2,7782,8464,8038,67.0,67.6,67.3
ATGC384,Nocardia farcinica,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[37329] {species} Nocardia farcinica,,0.0,0.0,0.0,0.0,0.1,0.1,6.3,6.5,6.4,5735,5842,5788,70.6,70.7,70.7
ATGC385,Aerococcus urinaeequi/viridans,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1375] {genus} Aerococcus,,0.0,0.0,0.0,0.2,0.1,0.1,2.0,2.2,2.1,1762,1914,1827,39.4,39.4,39.4
ATGC386,Aerococcus urinae,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1376] {species} Aerococcus urinae,Aeruri,0.0,0.0,0.2,0.2,0.1,0.1,2.0,2.1,2.0,1712,1791,1751,41.9,42.6,42.2
ATGC387,Cellulophaga baltica/algicola,3,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[104264] {genus} Cellulophaga,Celalg,0.0,0.0,0.1,1.4,0.0,0.1,4.6,4.9,4.7,3864,4131,3956,33.8,34.7,34.4
ATGC388,Cellulophaga lytica,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[979] {species} Cellulophaga lytica,,0.0,0.0,0.0,0.0,0.2,0.2,3.8,3.8,3.8,3237,3270,3253,32.1,32.1,32.1
ATGC389,Dokdonia MED134/4H,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[326319] {genus} Dokdonia,Kro4h3,0.1,0.1,2.8,2.8,0.0,0.0,3.3,3.4,3.3,2858,2932,2895,37.3,38.2,37.8
ATGC390,Sphingobium japonicum/YBL2,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204457] {order} Sphingomonadales,[165695] {genus} Sphingobium,Sphjap,0.0,0.0,0.4,0.4,0.1,0.1,4.4,5.4,4.9,4053,4947,4500,64.4,64.8,64.6
ATGC391,Novosphingobium pentaromativorans/PP1Y,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204457] {order} Sphingomonadales,[165696] {genus} Novosphingobium,Novpp1,0.0,0.0,0.1,0.1,0.1,0.1,5.3,5.5,5.4,4738,4931,4834,63.0,63.3,63.1
ATGC392,Sphingopyxis macrogoltabida,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204457] {order} Sphingomonadales,[33050] {species} Sphingopyxis macrogoltabida,,0.0,0.0,0.0,0.3,0.1,0.4,5.1,6.0,5.6,4642,5522,5172,64.6,64.9,64.7
ATGC393,Collimonas fungivorans/pratensis/arenae,5,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[202907] {genus} Collimonas,Colfun,0.0,0.1,0.0,0.9,0.1,0.2,5.2,5.7,5.5,4495,4915,4779,56.1,59.6,58.5
ATGC394,Herbaspirillum seropedicae/rubrisubalbicans,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[963] {genus} Herbaspirillum,Herser,0.0,0.0,0.0,0.8,0.1,0.4,5.5,5.6,5.5,4687,4728,4704,61.5,63.4,62.8
ATGC395,Collimonas arenae,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[279058] {species} Collimonas arenae,,0.0,0.0,0.0,0.0,0.6,0.6,4.7,4.7,4.7,3776,4039,3907,56.8,56.8,56.8
ATGC396,Ornithobacterium rhinotracheale,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[28251] {species} Ornithobacterium rhinotracheale,Ornrhi,0.0,0.0,0.0,0.0,0.4,0.4,2.4,2.4,2.4,2197,2210,2203,37.2,37.5,37.4
ATGC397,Capnocytophaga ochracea/oral,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[1016] {genus} Capnocytophaga,,0.0,0.0,0.1,0.1,0.1,0.1,2.6,2.6,2.6,2127,2128,2127,39.6,39.7,39.7
ATGC398,Pseudoxanthomonas suwonensis,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135614] {order} Xanthomonadales,[314722] {species} Pseudoxanthomonas suwonensis,,0.1,0.1,1.1,1.1,0.1,0.1,3.4,3.9,3.7,3023,3136,3079,70.2,70.2,70.2
ATGC399,Flavobacterium psychrophilum,8,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[96345] {species} Flavobacterium psychrophilum,,0.0,0.0,0.0,0.0,0.2,0.7,2.7,2.9,2.8,2310,2467,2384,32.4,32.7,32.5
ATGC400,Flavobacterium columnare,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[200644] {order} Flavobacteriales,[996] {species} Flavobacterium columnare,,0.0,0.0,0.5,0.5,0.1,0.1,3.2,3.3,3.2,2632,2779,2705,30.8,31.5,31.1
ATGC401,Sulfurovum lithotrophicum/NBC37,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,,[265570] {genus} Sulfurovum,Sulnbc,0.0,0.0,0.4,0.4,0.1,0.1,2.2,2.6,2.4,2146,2490,2318,43.9,44.3,44.1
ATGC402,Bacteroides thetaiotaomicron,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[171549] {order} Bacteroidales,[818] {species} Bacteroides thetaiotaomicron,Bacthe,0.0,0.0,0.0,0.0,0.2,0.2,6.3,6.5,6.4,4816,4857,4836,42.7,42.9,42.8
ATGC403,Comamonas testosteroni,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[285] {species} Comamonas testosteroni,Comtes,0.0,0.0,0.1,0.3,0.1,0.1,5.4,6.1,5.7,4683,5243,4971,61.4,61.9,61.6
ATGC404,Dehalobacter restrictus/DCA/CF,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[56112] {genus} Dehalobacter,Dehcf_,0.0,0.0,0.0,0.1,0.2,0.2,2.9,3.1,3.0,2645,2860,2776,44.3,44.6,44.5
ATGC405,Tannerella forsythia,3,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[171549] {order} Bacteroidales,[28112] {species} Tannerella forsythia,Tanfor,0.0,0.0,0.0,0.0,0.2,0.2,3.4,3.4,3.4,2662,2694,2674,47.0,47.2,47.1
ATGC406,Moraxella catarrhalis,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72274] {order} Pseudomonadales,[480] {species} Moraxella catarrhalis,,0.0,0.0,0.0,0.0,0.3,0.3,1.9,1.9,1.9,1624,1678,1648,41.5,41.7,41.6
ATGC407,Nitrosomonas ureae/AL212,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[32003] {order} Nitrosomonadales,[914] {genus} Nitrosomonas,,0.0,0.0,0.2,0.2,0.1,0.1,3.3,3.3,3.3,2896,3005,2950,44.5,44.8,44.6
ATGC408,Methylobacterium oryzae/radiotolerans,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[356] {order} Rhizobiales,[407] {genus} Methylobacterium,,0.0,0.0,0.7,0.7,0.0,0.0,6.3,6.9,6.6,5478,6239,5858,69.8,71.0,70.4
ATGC409,Amycolatopsis japonica/orientalis,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85010] {order} Pseudonocardiales,[1813] {genus} Amycolatopsis,,0.0,0.0,0.3,0.3,0.1,0.1,9.0,9.1,9.0,8058,8309,8183,68.9,69.0,69.0
ATGC410,Deinococcus actinosclerus/soli,2,[2] {superkingdom} Bacteria,[1297] {phylum} Deinococcus-Thermus,[118964] {order} Deinococcales,[1298] {genus} Deinococcus,,0.0,0.0,0.5,0.5,0.0,0.0,3.2,3.3,3.3,3038,3050,3044,70.2,70.6,70.4
ATGC411,Peptoclostridium difficile,7,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1496] {species} Peptoclostridium difficile,Clodif,0.0,0.0,0.0,0.1,0.1,0.4,4.0,4.3,4.2,3502,3816,3702,28.6,29.1,28.9
ATGC412,Liberibacter crescens,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[356] {order} Rhizobiales,[1273132] {species} Liberibacter crescens,,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,1235,1292,1263,35.4,35.4,35.4
ATGC413,Prevotella intermedia,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[171549] {order} Bacteroidales,[28131] {species} Prevotella intermedia,,0.0,0.0,0.0,0.0,undetermined,undetermined,2.7,2.7,2.7,2136,2171,2153,43.5,43.5,43.5
ATGC414,Variovorax paradoxus,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[34073] {species} Variovorax paradoxus,Varpar,0.0,0.0,0.4,0.4,0.0,0.0,6.8,7.1,7.0,6189,6536,6362,67.2,67.5,67.3
ATGC415,Selenomonas oral,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[909929] {order} Selenomonadales,[970] {genus} Selenomonas,,0.0,0.0,0.1,0.1,0.1,0.1,2.3,2.5,2.4,2035,2219,2127,56.6,57.1,56.9
ATGC416,Eubacterium limosum,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1736] {species} Eubacterium limosum,Eublim,0.0,0.0,0.4,0.4,0.1,0.1,4.2,4.3,4.2,3738,3966,3852,47.4,47.5,47.5
ATGC417,Rothia mucilaginosa,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85006] {order} Micrococcales,[43675] {species} Rothia mucilaginosa,,0.0,0.0,0.2,0.2,0.1,0.1,2.3,2.3,2.3,1695,1711,1703,59.6,59.6,59.6
ATGC418,Pseudonocardia EC080625/EC080610/EC080619,3,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85010] {order} Pseudonocardiales,[1847] {genus} Pseudonocardia,,0.0,0.0,0.0,0.0,0.3,0.3,6.6,7.2,7.0,5827,6341,6147,73.3,73.5,73.4
ATGC419,Thioalkalivibrio paradoxus/nitratireducens,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135613] {order} Chromatiales,[106633] {genus} Thioalkalivibrio,Thinit,0.0,0.0,0.6,0.6,0.1,0.1,3.8,4.0,3.9,3267,3489,3378,66.5,66.5,66.5
ATGC420,Thioalkalivibrio versutus/K90mix,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135613] {order} Chromatiales,[106633] {genus} Thioalkalivibrio,,0.1,0.1,1.9,1.9,0.0,0.0,3.0,3.0,3.0,2670,2803,2736,65.5,66.0,65.8
ATGC421,Azospirillum lipoferum/thiophilum/B510,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204441] {order} Rhodospirillales,[191] {genus} Azospirillum,,0.0,0.0,0.6,0.7,0.1,0.1,6.8,7.6,7.4,5840,6393,6204,67.6,68.2,67.8
ATGC422,Azospirillum brasilense,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[204441] {order} Rhodospirillales,[192] {species} Azospirillum brasilense,,0.0,0.0,0.3,0.3,0.0,0.0,6.6,7.4,7.0,5662,6297,5979,68.3,68.6,68.4
ATGC423,Alcanivorax NBRC/borkumensis,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135619] {order} Oceanospirillales,[59753] {genus} Alcanivorax,Alcbor,0.0,0.0,0.0,0.0,0.3,0.3,3.1,3.1,3.1,2731,2744,2737,54.7,54.7,54.7
ATGC424,Leptospirillum ferriphilum/Group,3,[2] {superkingdom} Bacteria,[40117] {phylum} Nitrospirae,[189778] {order} Nitrospirales,[179] {genus} Leptospirillum,Lepfer,0.0,0.0,0.0,0.0,0.1,0.2,2.3,2.7,2.5,2261,2634,2418,54.5,54.6,54.6
ATGC425,Strawberry/Phytoplasma,2,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[186329] {order} Acholeplasmatales,[59748] {species} Candidatus Phytoplasma australiense,Phyaus;Strlet,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.0,0.9,699,838,768,27.2,27.4,27.3
ATGC426,Acidithiobacillus caldus,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[225057] {order} Acidithiobacillales,[33059] {species} Acidithiobacillus caldus,,0.0,0.0,0.0,0.0,0.2,0.2,3.0,3.2,3.1,2817,3045,2931,61.0,61.4,61.2
ATGC427,Moorella thermoacetica,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[68295] {order} Thermoanaerobacterales,[1525] {species} Moorella thermoacetica,Moothe,0.0,0.0,0.0,0.0,0.6,0.6,2.5,2.6,2.6,2405,2508,2457,55.8,55.9,55.8
ATGC428,Cyclobacterium marinum/amurskyense,2,[2] {superkingdom} Bacteria,[976] {phylum} Bacteroidetes,[768507] {order} Cytophagales,[68288] {genus} Cyclobacterium,Cycmar,0.1,0.1,2.6,2.6,0.0,0.0,6.2,6.2,6.2,4782,4942,4862,38.1,38.3,38.2
ATGC429,Cycloclasticus P1/zancles,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72273] {order} Thiotrichales,[34067] {genus} Cycloclasticus,Cyczan,0.0,0.0,0.0,0.0,0.2,0.2,2.4,2.7,2.5,2224,2495,2359,42.0,42.0,42.0
ATGC430,Erysipelothrix rhusiopathiae,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[526525] {order} Erysipelotrichales,[1648] {species} Erysipelothrix rhusiopathiae,Eryrhu,0.0,0.0,0.0,0.0,0.4,0.7,1.8,1.9,1.8,1408,1734,1601,36.4,36.6,36.5
ATGC431,Thioalkalimicrobium cyclicum/aerophilum,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72273] {order} Thiotrichales,[92244] {genus} Thioalkalimicrobium,Thicyc,0.1,0.1,1.7,1.7,0.0,0.0,1.9,2.2,2.0,1649,2016,1832,45.9,47.0,46.5
ATGC432,Profftella armatura,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,,[669502] {species} Candidatus Profftella armatura,Syndia,0.0,0.0,0.0,0.0,undetermined,undetermined,0.5,0.5,0.5,351,352,351,24.2,24.3,24.2
